query_id,question,resolved_doc_id,doc_id,chunk_id,doi,pmid,title,relevance,rationale,annotator,adjudication_status
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,411e0b86e714667d716848da2aec3618f5a1405bb328073b7fbc8f9d845f25cb,411e0b86e714667d716848da2aec3618f5a1405bb328073b7fbc8f9d845f25cb,ef72e5c8-2b86-517a-801f-1a1cb30498d2,10.3390/medicina61081476,,"Interventional Procedures in Deep Venous Thrombosis Treatment: A Review of Techniques, Outcomes, and Patient Selection.",0,Different intervention or outcome.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,49c00a1d31bfdebe65789fc989b6f8508cbd3d5818ab33cc3986db2b3d26d069,49c00a1d31bfdebe65789fc989b6f8508cbd3d5818ab33cc3986db2b3d26d069,5c7d40d1-997a-5ed2-9f57-1d0966bc356e,10.1097/MBC.0000000000001300,,Aspirin versus low-molecular-weight heparin for thromboprophylaxis after orthopaedic surgery: a systematic review and meta-analysis.,2,Direct evidence for the asked comparison between rivaroxaban and enoxaparin regarding postoperative wound complications.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,55acf71027ea9d398283952c6ba6eaefa1838399778b6cbc15022bb3c76c5d54,55acf71027ea9d398283952c6ba6eaefa1838399778b6cbc15022bb3c76c5d54,3e2fd530-741c-569c-b696-a0dd9c1e0ab3,10.1186/s13018-025-06092-5,,NOACs for VTE prevention in patients with lower limb fracture: a systematic review and meta-analysis.,1,"Partially relevant as it compares NOACs (including rivaroxaban) to VTE prevention in patients with lower limb fracture, but does not directly compare rivaroxaban to enoxaparin.",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,560c189cde38bb43c638ff7cc564d0e2d8bcf59c7489b8484a085ab5ea7a1da7,560c189cde38bb43c638ff7cc564d0e2d8bcf59c7489b8484a085ab5ea7a1da7,1517517d-cae5-50d1-8654-19b0441e2585,10.7326/ANNALS-24-02132,,Bleeding Risks With Non-Vitamin K Oral Anticoagulants Versus Single Antiplatelet Therapy : A Systematic Review and Meta-analysis of Randomized Trials.,2,"Direct evidence for the asked comparison between rivaroxaban and aspirin regarding bleeding risks, which indirectly supports the relevance of rivaroxaban in postoperative wound com",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,568cbdc01081bfaef588876c739166dddc73e89d2e2553958f53ad2e35f89e7b,568cbdc01081bfaef588876c739166dddc73e89d2e2553958f53ad2e35f89e7b,df7369a2-00ad-5acc-b2a0-1dca324498b3,10.1016/j.arth.2025.02.052,,Aspirin Is as Effective as Oral Anticoagulants for Venous Thromboembolism Prophylaxis After Knee Arthroplasty: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.,0,Different intervention or outcome.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,62792a0c57ffc2d4029c2ea291b70894a29911abeaca85412d5c47dce4a7bb56,62792a0c57ffc2d4029c2ea291b70894a29911abeaca85412d5c47dce4a7bb56,d38a1e07-3722-57d2-82e1-23eda4241f01,10.5435/JAAOS-D-24-00161,,Preoperative and Postoperative Therapeutic Anticoagulation in Orthopaedic Surgery Increases the Risk of Bleeding: A Systematic Review and Meta-Analysis.,1,"Mentions postoperative complications, but does not compare rivaroxaban and enoxaparin.",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,6d7a5872d657d2d0b22085af89c572f4856a70ce9b801ca4fc40876c77bdf161,6d7a5872d657d2d0b22085af89c572f4856a70ce9b801ca4fc40876c77bdf161,5c78b6fb-c578-571d-9ea0-c776bbd2abd0,10.1016/j.thromres.2024.109101,,Anticoagulants for the treatment of isolated lower limb superficial vein thrombosis a Bayesian network meta-analysis of randomized controlled trials.,0,Different intervention or outcome.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,704029ebd54e67e1dd3ff09fb4716b7568a9a9c2e46d5d8632ad6aeddc60c8a4,704029ebd54e67e1dd3ff09fb4716b7568a9a9c2e46d5d8632ad6aeddc60c8a4,9f94fb91-149e-5ea9-b9df-1e4c95335954,10.1186/s13018-024-05087-y,,Effectiveness and safety of rivaroxaban or low-molecular-weight heparin in non-major orthopedic surgery: a meta-analysis of randomized controlled trials.,2,Direct comparison of rivaroxaban and LMWH regarding VTE and bleeding complications in non-major orthopedic surgery.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,7844c40cd79014326fcb99b9e130477a73639937afd900dced31c7bfdf9becd0,7844c40cd79014326fcb99b9e130477a73639937afd900dced31c7bfdf9becd0,4476eb94-052e-5cd5-8c7d-827c848b6c99,10.23736/S0392-9590.24.05309-4,,Current evidence on the effectiveness and safety of oral anticoagulants in superficial venous thrombosis: a systematic review and meta-analysis.,2,Direct evidence for rivaroxaban's effectiveness and safety in treating superficial venous thrombosis.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,7c5f23f9718d957fed4820cc75dcf0abddb22883a68bb3ff16023835befeb243,7c5f23f9718d957fed4820cc75dcf0abddb22883a68bb3ff16023835befeb243,a5a19781-3039-511d-8bd2-6f0cd7410aee,10.1097/MD.0000000000041748,,Venous thrombosis related to duplicated inferior vena cava: A case report and systematic review.,0,"Case report of a patient treated with rivaroxaban, but no comparative analysis or evidence regarding postoperative wound complications.",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,83ee17265937aa59c916cb477f55c0fb087d01ba1b0be9f438c75a3468269308,83ee17265937aa59c916cb477f55c0fb087d01ba1b0be9f438c75a3468269308,04c70ef0-a16c-5499-978a-d031df34d907,10.1177/15385744241245079,,Pharmacological Thromboprophylaxis for VTE Post-Endovenous Ablation of Varicose Veins: Network Meta-Analysis.,0,Different patient population and outcome measure (varicose veins vs. postoperative wound complications).,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,8417d85579abd55b86c2e52173cd7e64aae36d0353c3e0f8cb95d8042fae2bd9,8417d85579abd55b86c2e52173cd7e64aae36d0353c3e0f8cb95d8042fae2bd9,47a6d383-02bc-5385-81a3-b50c4da6974d,10.1016/j.jvsv.2025.102228,,Utility of venoactive compounds in post-thrombotic syndrome: A systematic review.,1,"Partially relevant as it discusses the use of rivaroxaban in preventing post-thrombotic syndrome, but does not directly address the comparison to enoxaparin or postoperative wound ",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,8d452f503b591fea9d7b5654cede443219db1c84bd752c386db53d74b0091656,8d452f503b591fea9d7b5654cede443219db1c84bd752c386db53d74b0091656,3897137d-29d3-56ec-98c7-7e4ea823d5ac,10.1177/10600280241256351,,Therapeutic Enoxaparin Dosing in Obesity.,0,Different intervention or outcome.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,a00765959c90f2e863860cf70e31f3d4b624662e1ad2adef7f72ae9a84dfb93b,a00765959c90f2e863860cf70e31f3d4b624662e1ad2adef7f72ae9a84dfb93b,ce9bbf64-c81f-5be0-8061-51a0c01f4f3b,10.1186/s13018-025-05950-6,,Efficacy and safety of fondaparinux in elective total hip arthroplasty and hip fracture surgery: a systematic review and meta-analysis.,0,Different intervention and outcome.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,b248cf51a6aacc6740c60c8282faa254183c061279338698985cd57020c45546,b248cf51a6aacc6740c60c8282faa254183c061279338698985cd57020c45546,32d41ce6-14e9-59a5-a35a-45390b6656a1,10.1002/14651858.CD014687.pub2,,Treatments for Morton's neuroma.,0,Unrelated topic of Morton's neuroma treatment.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,b5d2f03e949070639a4d3c14b01eb5c6e5e0ec9090ad459e819cbbb51e7d2cbe,b5d2f03e949070639a4d3c14b01eb5c6e5e0ec9090ad459e819cbbb51e7d2cbe,1d6ebbd1-9a51-534d-b328-49febd12b4ea,10.1002/14651858.CD013745.pub2,,Non-vitamin K antagonist oral anticoagulants (NOACs) after transcatheter aortic valve replacement (TAVR): a network meta-analysis.,1,"Partially relevant as it compares rivaroxaban to antiplatelets and other NOACs, but not directly to enoxaparin regarding postoperative wound complications.",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,b6f9e814b61f767cf698a9fbd5fe1e6bb74d00b990d23e06e343668da2f2d4fc,b6f9e814b61f767cf698a9fbd5fe1e6bb74d00b990d23e06e343668da2f2d4fc,6aa9a850-97e5-5b78-bc38-7e01d450d9dc,10.1302/0301-620X.106B9.BJJ-2023-1252.R2,,Efficacy and safety of commonly used thromboprophylaxis agents following hip and knee arthroplasty.,1,Compares multiple thromboprophylaxis agents but does not directly compare rivaroxaban and enoxaparin regarding postoperative wound complications.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,c15d015b8a15b9ca5fc28209fdafc9ccef4959ececfa1b9c8ef4d9556e19471a,c15d015b8a15b9ca5fc28209fdafc9ccef4959ececfa1b9c8ef4d9556e19471a,4d542ae2-cc76-5f10-9272-cf93173ee118,10.1007/s12029-025-01232-w,,Advances and Challenges in the Application of Novel Oral Anticoagulants for Venous Thromboembolism Prevention Following Colorectal Cancer Surgery.,2,"Direct evidence comparing rivaroxaban to LMWH (enoxaparin) in reducing VTE after colorectal cancer surgery, with a mention of postoperative wound complications as a common but seve",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,c3fc14afcb052a26bddc7d7d15a6c10f089e9377efe1bccb305c1a2654849375,c3fc14afcb052a26bddc7d7d15a6c10f089e9377efe1bccb305c1a2654849375,c5766098-13e4-55ca-bfd6-7c376f0d684a,10.1016/j.recot.2024.01.024,,[Translated article] Risk of venous thromboembolism in thromboprophylaxis between aspirin and low molecular weight heparins after total hip arthroplasty or total knee arthroplasty: Systematic review and meta-analysis.,2,Direct evidence for the asked comparison of rivaroxaban and enoxaparin regarding postoperative wound complications.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,ca099457b8a259605a5729214d1e3e61b3fa904134f80e8904dc014815260c80,ca099457b8a259605a5729214d1e3e61b3fa904134f80e8904dc014815260c80,c00294ef-fe5f-5d39-8e42-9c828caa922b,10.2147/CEOR.S472192,,"Cost Analysis of Thromboprophylaxis in Patients at High Thromboembolic Risk with Enoxaparin, Dalteparin and Nadroparin in Colombia: A Systematic Literature Review-Based Study.",0,"Cost analysis of different thromboprophylaxis agents, no comparison between rivaroxaban and enoxaparin.",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,d3b4814d81d54391e7e400aa869fc7b8d57749c008ef833eea60368d45cad09a,d3b4814d81d54391e7e400aa869fc7b8d57749c008ef833eea60368d45cad09a,ee062a26-b5b9-5bc9-a2d4-e37356ad411c,10.52198/23.STI.43.OS1749,,Effect of Various Ancillary Operating Room Techniques on Wound Healing Outcomes After Total Hip Arthroplasty.,2,"Direct evidence for the asked comparison, comparing rivaroxaban and enoxaparin regarding wound infection rates in THA.",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,e25368ebe6706dc3b15802dca8f4d5bfaf98ed1321cc63713dfade9e89dcced0,e25368ebe6706dc3b15802dca8f4d5bfaf98ed1321cc63713dfade9e89dcced0,fa1c8c00-2064-59ac-abe8-065ff2e6395d,10.7759/cureus.77614,,Long-Term Outcomes Following Surgical Intervention for Achilles Tendon Rupture: A Systematic Review With a Minimum Five-Year Follow-Up.,0,"Different intervention or outcome, unrelated to the specific question.",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,e2f11dfbde75371e8fd0a514cb4da3713b82cb5353e110fd4b868e4eba756c4a,e2f11dfbde75371e8fd0a514cb4da3713b82cb5353e110fd4b868e4eba756c4a,fdc3eebb-0434-5dd4-b974-c9b4f7a2bdfd,10.1097/GOX.0000000000005812,,Dextran-40 Reduces Partial Flap Failure: A Systematic Review and Meta-analysis for Antithrombotics after Free Flaps.,0,"Different antithrombotic agents and outcomes, unrelated to the specific comparison of rivaroxaban and enoxaparin.",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,e5b749782ddc774bb9f8e9ce84fbe0cdc05c772910dbbc64ef4cc36ced260f8f,e5b749782ddc774bb9f8e9ce84fbe0cdc05c772910dbbc64ef4cc36ced260f8f,2793c043-fef6-5a4a-b071-19424b0440f4,10.1177/10760296241261364,,Efficacy and Safety of Rivaroxaban Versus Enoxaparin in Prevention of Recurrence of Venous Thrombo-Embolism Events in Cancer Patients: A Meta-Analysis.,2,Direct evidence for the asked comparison regarding rivaroxaban vs enoxaparin in cancer patients with VTE.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,eb8f7e80f9456bf1e78a423d99fc22b0765bf5a3703f691a682e73cdaf48d96e,eb8f7e80f9456bf1e78a423d99fc22b0765bf5a3703f691a682e73cdaf48d96e,e5a07d24-eeb7-597d-824f-08cfbbbd00aa,10.3389/fphar.2023.1326224,,Comparison of efficacy and safety between aspirin and oral anticoagulants for venous thromboembolism prophylaxis after major orthopaedic surgery: a meta-analysis of randomized clinical trials.,0,"Different intervention or outcome, comparing aspirin to oral anticoagulants (including rivaroxaban) and not focusing on postoperative wound complications.",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,eb9e84bc18d3c5d847d2c52b09262cd627795d6168d79864156abc5e0a597e28,eb9e84bc18d3c5d847d2c52b09262cd627795d6168d79864156abc5e0a597e28,4d8ec417-19c4-547e-ba06-e82088f071a1,10.1186/s10195-023-00742-2,,Antithrombotic prophylaxis following total hip arthroplasty: a level I Bayesian network meta-analysis.,1,"Partially relevant as it compares different pharmacologic agents for VTE prophylaxis following THA, but does not directly compare rivaroxaban and enoxaparin.",codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,eee247d94b81edc7d847e03aec9139fc0c9d41815f9528d866217a6c50aca991,eee247d94b81edc7d847e03aec9139fc0c9d41815f9528d866217a6c50aca991,2376565e-d675-541e-b0e0-ff67536e0669,10.15537/smj.2024.45.4.20230728,,Effectiveness and safety of rivaroxaban for anticoagulation therapy in COVID-19: A meta-analysis of randomized controlled trials.,0,Different intervention or outcome.,codex_semantic_review,accepted
thrombosis_q008,What evidence exists comparing rivaroxaban and enoxaparin regarding postoperative wound complications?,ffd82525c301f2249de8ca9c42ae4474f34d64fcf8d139556250113383a94d6b,ffd82525c301f2249de8ca9c42ae4474f34d64fcf8d139556250113383a94d6b,0215d14d-5ee2-50c8-b608-7210fe3b2251,10.23736/S0392-9590.24.05323-9,,Interventions for the treatment of recurrent varicose vein disease arising from the saphenofemoral junction or the great saphenous vein: a systematic review and meta-analysis.,1,"Partially relevant as it discusses postoperative wound complications, but does not compare rivaroxaban and enoxaparin.",codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,0c1b9c06ac6234d30dc31fc258e792b9b863d358b8cb78a33f6f9cfa04dbb44c,0c1b9c06ac6234d30dc31fc258e792b9b863d358b8cb78a33f6f9cfa04dbb44c,f378cd11-3bb8-5b33-91c2-ad9eff7bc11d,10.1007/s12630-024-02696-3,,Comparing perioperative outcomes between regional anesthesia and general anesthesia in patients undergoing hip fracture surgery: a systematic review and meta-analysis.,0,Different anesthesia techniques for hip fracture surgery.,codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,0f8409430b5b7764c9a066f514e1e7546dab4e693b1e69f84cbcf02cfc6efda9,0f8409430b5b7764c9a066f514e1e7546dab4e693b1e69f84cbcf02cfc6efda9,df7f3e9d-b8b9-5c6c-aaff-172fab323162,10.1302/0301-620X.107B2.BJJ-2024-0251.R1,,Prevalence of complications in older adults after hip fracture surgery : a systematic review and meta-analysis.,0,"Different topic, hip fracture surgery vs. total hip arthroplasty.",codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,17936e0322655fb7ac2061335612d9c46a110db1584e38d575af6a3c6558534c,17936e0322655fb7ac2061335612d9c46a110db1584e38d575af6a3c6558534c,2b5baf4a-f7ed-5174-9106-c28b2a9b06ac,10.2340/17453674.2025.44482,,Comparative effectiveness of antibiotic prophylaxis for preventing serious adverse events after primary total hip arthroplasty: a systematic review and network meta-analysis of randomized trials.,1,"Partially relevant to the question as it discusses antibiotic prophylaxis in THA, but does not address wound healing outcomes directly.",codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,19b88c40a35c0beab27062994bd073ea33c8932639c93cfc88d3545e01b6591e,19b88c40a35c0beab27062994bd073ea33c8932639c93cfc88d3545e01b6591e,094be2d4-e397-55a8-a644-a5e12c09eca6,10.1001/archinte.1993.00410190057007,,Prophylactic agents for venous thrombosis in elective hip surgery. Meta-analysis of studies using venographic assessment.,0,"Different topic, venous thrombosis prevention vs. intraoperative drain use and wound healing.",codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,2020f7e78c260b681944ae23ea02a9fa4927a1f3b23a468c25c3014e7a75e5ee,2020f7e78c260b681944ae23ea02a9fa4927a1f3b23a468c25c3014e7a75e5ee,a857462f-ea3c-5613-8911-ba369c4dce8a,10.1186/s13018-024-04706-y,,Impact of preoperative anemia on patients undergoing total joint replacement of lower extremity: a systematic review and meta-analysis.,1,"Partially relevant to the question as it discusses preoperative anemia in THA patients, but does not address intraoperative drain use or wound healing outcomes directly.",codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,2af758a8b52911cb5bdad5a71c2df3b3bbd0c4e2c234ebe2f2b03c22667c24c7,2af758a8b52911cb5bdad5a71c2df3b3bbd0c4e2c234ebe2f2b03c22667c24c7,e88c1f27-ef22-5274-b5a3-95eb08c729c5,10.1016/j.jisako.2024.03.009,,Tranexamic acid reduces perioperative blood loss and postoperative hemoglobin loss during total ankle arthroplasty: A systematic review and meta-analysis of clinical comparative studies.,0,Different intervention and outcome.,codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,2c17fb1d982e2e018e945836f50949efef8a613fbe679529a4aa34c99c470233,2c17fb1d982e2e018e945836f50949efef8a613fbe679529a4aa34c99c470233,536652c2-91b1-581a-9c91-18c23afdd2a9,10.1007/s12306-025-00921-w,,Feasibility and outcomes of the direct anterior approach in total hip arthroplasty for obese patients: a systematic review.,1,"Total hip arthroplasty outcomes in obese patients, but not directly related to intraoperative drain use.",codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,301316c38a6678d4b6ad4f8eee5e278f9419586583cc8cf1734107aa38963718,301316c38a6678d4b6ad4f8eee5e278f9419586583cc8cf1734107aa38963718,ce994cfd-da4a-5286-838b-ffd41f571302,10.1002/14651858.CD013295.pub2,,Pharmacological interventions for the prevention of bleeding in people undergoing elective hip or knee surgery: a systematic review and network meta-analysis.,1,"Broad topic match, but does not answer specific question about intraoperative drain use.",codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,3a6474e3726b2064d2f8ae19232462d1b5048d84f4bc0bc63513aee48481230a,3a6474e3726b2064d2f8ae19232462d1b5048d84f4bc0bc63513aee48481230a,24d925bc-8069-5ba1-a3c2-cb01b676d902,10.1080/08941939.2024.2446579,,Effect of Prior Bariatric Surgery on the Outcomes of Joint Arthroplasty: A Systematic Review and Meta-Analysis.,0,"Effect of prior bariatric surgery on joint arthroplasty outcomes, unrelated to intraoperative drain use.",codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,51a2b806451e164cf2cb60f81da5418cb643377a387b61efc325339427e439dd,51a2b806451e164cf2cb60f81da5418cb643377a387b61efc325339427e439dd,74ef543e-404e-5605-b368-3de827b06ab6,10.1007/s00590-024-04145-9,,Examining the role of smoking on clinical outcomes after arthroscopic surgery of the hip: a systematic review and meta-analysis.,0,No mention of wound healing outcomes or intraoperative drains in total hip arthroplasty.,codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,64d509079170d6465961d3877337722c0118d40e00ac07da8eb45edfd8fd1ca6,64d509079170d6465961d3877337722c0118d40e00ac07da8eb45edfd8fd1ca6,c72331e5-66b9-5f98-bb8e-b4b750ddd6b2,10.1177/20503121251317899,,"Epidemiology, clinical manifestation, diagnosis,and treatment of bursitis iliopectinea: A systematic review.",1,"Mentions total hip replacement as a treatment for bursitis iliopectinea, but does not address the specific question about intraoperative drain use.",codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,92ea200f22e75df11f5eff99d3dfa4a60912f788cec25321e52559f8eeb53497,92ea200f22e75df11f5eff99d3dfa4a60912f788cec25321e52559f8eeb53497,7c8775e7-38f5-5f29-a895-0eaabf427f46,10.1097/JS9.0000000000002002,,Association between bariatric surgery and outcomes of total joint arthroplasty: a meta-analysis.,2,"Direct evidence for the impact of bariatric surgery on total hip arthroplasty outcomes, including reduced risk of short-term revision and long-term infection.",codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,98faf83486d17d015964a08a80cdf99bb686916ab9e43c22c2590fbf21b3c593,98faf83486d17d015964a08a80cdf99bb686916ab9e43c22c2590fbf21b3c593,803d56e3-6b1b-5212-ba4d-7d6253e7dda6,10.3390/medicina60111757,,Influence of Diabetes Mellitus on Postoperative Complications After Total Knee Arthroplasty: A Systematic Review and Meta-Analysis.,0,Different intervention and outcome.,codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,a612fc3de5047a94f8e8da1404080e9634148227955384a66c29f89b126242a5,a612fc3de5047a94f8e8da1404080e9634148227955384a66c29f89b126242a5,0721e8b7-4277-50f8-afc8-4d8064a8b1f6,10.7759/cureus.54470,,Effect of Obesity on Surgical Outcomes and Complication Rates in Pediatric Patients: A Comprehensive Systematic Review and Meta-Analysis.,0,Different population and outcome.,codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,c4a539d83cffe2bc349a43c691c4af3b56a9e4f8296c1b12eeff39a81898449f,c4a539d83cffe2bc349a43c691c4af3b56a9e4f8296c1b12eeff39a81898449f,88414911-0c0f-59a2-814e-a08f0ced7f11,10.1016/j.jcot.2025.103060,,Total hip arthroplasty in sickle cell disease: A systematic review and meta-analysis of functional outcomes and complications.,2,Direct evidence for intraoperative drain use influence on wound healing outcomes in total hip arthroplasty.,codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,d05d7da90ae59cf9d6f2ab403d2a386890ed95ad77ca3288e316028f392a8956,d05d7da90ae59cf9d6f2ab403d2a386890ed95ad77ca3288e316028f392a8956,e3f65eb0-6032-5fef-b9ee-ac72592626c7,10.52312/jdrs.2025.2230,,Comparison of complications between total hip arthroplasty following failed internal fixation and primary total hip arthroplasty for femoral neck fractures: A meta-analysis.,0,Different intervention or outcome.,codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,d3b4814d81d54391e7e400aa869fc7b8d57749c008ef833eea60368d45cad09a,d3b4814d81d54391e7e400aa869fc7b8d57749c008ef833eea60368d45cad09a,555d85a0-c945-5335-93ea-17abd9912d4c,10.52198/23.STI.43.OS1749,,Effect of Various Ancillary Operating Room Techniques on Wound Healing Outcomes After Total Hip Arthroplasty.,2,Direct evidence for the asked comparison on intraoperative drain use and wound healing outcomes.,codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,dae113078daa5ee33c500a0d4f8fc531a79c38859750a9f54e6a784f65a0be5b,dae113078daa5ee33c500a0d4f8fc531a79c38859750a9f54e6a784f65a0be5b,d315b9fb-bf72-5993-874a-a481b12cd621,10.1007/s00402-024-05513-0,,Safety and effectiveness of intraosseous regional prophylactic antibiotics in total knee arthroplasty: a systematic review and meta-analysis.,0,Different procedure and focus on total knee arthroplasty.,codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,ea6183543696c6890a8ec3c8ef9ce15a1b617f37ecd5b3b5ba2e1863ca3c9aed,ea6183543696c6890a8ec3c8ef9ce15a1b617f37ecd5b3b5ba2e1863ca3c9aed,5ea2f490-b9ad-5414-a3fd-1fb2d63eb328,10.7717/peerj.18139,,Comparative postoperative prognosis of ceramic-on-ceramic and ceramic-on-polyethylene for total hip arthroplasty: an updated systematic review and meta-analysis.,0,Focus on bearing surfaces and postoperative complications in total hip arthroplasty.,codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,f299a58f897d4446568f40d387c5dfe3ca90d5e667c124807b52452687855e8e,f299a58f897d4446568f40d387c5dfe3ca90d5e667c124807b52452687855e8e,821f05b3-00fc-56fd-8795-6ed1482c3db1,10.1016/j.arth.2024.05.031,,Total Hip Arthroplasty in Patients Who Have Crowe Type IV Developmental Dysplasia of the Hip: A Systematic Review.,1,"Relevant to total hip arthroplasty, but does not address the specific question of intraoperative drain use.",codex_semantic_review,accepted
thrombosis_q009,Does intraoperative drain use influence wound healing outcomes in total hip arthroplasty?,f7d11f8b7639d1fbe4beefbc8bd337689a9e819e2a937b62c810bbec104eecbe,f7d11f8b7639d1fbe4beefbc8bd337689a9e819e2a937b62c810bbec104eecbe,308a59db-e46c-5d3a-892f-0b8bf4ee368f,10.1186/s13018-024-05348-w,,Effects of previous arthroscopic knee surgery on the outcomes of primary total knee arthroplasty: a systematic review and PRISMA-compliant meta-analysis.,0,"Different intervention or outcome, unrelated to intraoperative drain use in total hip arthroplasty.",codex_semantic_review,accepted
thrombosis_q010,What evidence supports or refutes the efficacy of argatroban in improving functional outcomes after acute ischemic stroke?,017b4d7cbb9960ac3da3762b8821fdf2e20dcf1cdd6d27c1ed62f4f60b0c639b,017b4d7cbb9960ac3da3762b8821fdf2e20dcf1cdd6d27c1ed62f4f60b0c639b,bc195295-55b5-58f8-a453-eeea6866e818,10.7759/cureus.75925,,Role of HbA1c in Mortality Among Patients With a Medical History of Ischemic Stroke and Paroxysmal Atrial Fibrillation: A Systematic Review.,0,"Different topic, focus on mortality and glycemic control rather than efficacy of argatroban or functional outcomes after acute ischemic stroke.",codex_semantic_review,accepted
